Year,Economy,EconomyCode,Region,IncomeGroup,What is the legal age of marriage for girls?,Legal Bases,Are there any exceptions to the legal age of marriage?,Legal Bases,Is marriage under the legal age void or explicitly prohibited?,Legal Bases,Are there penalties for authorizing or entering into child or early marriage?,Legal Bases,Is there legislation that specifically addresses sexual harassment?,Legal Bases,Does the legislation establish clear criminal penalties for domestic violence?,Legal Bases,Is there a specialized court or procedure for cases of domestic violence?,Legal Bases,Can a woman obtain a national identity card in the same way as a married man? ,Legal Bases,Can a married woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can an unmarried woman legally confer citizenship to her children in the same way as a married man?,Legal Bases,Can a married woman legally confer her citizenship to a non-national spouse in the same way as a married man?,Legal Bases,Do married couples jointly share legal responsibility for financially maintaining the family’s expenses?,Legal Bases,Does a woman’s testimony carry the same evidentiary weight in court as a man's in all types of cases?,Legal Bases,Is customary law a valid source of law under the constitution?,Legal Bases,"If customary law is a valid source of law under the constitution, is it considered invalid if it violates constitutional provisions on nondiscrimination or equality?",Legal Bases
2019,"Korea, Rep.",KOR,High income: OECD,High income,19,"Civil Act, Arts. 4, 801 and 808",Yes,"Civil Act, Arts. 4, 807 and 808",Yes,"Civil Act, Arts. 816(1) and 817",No,No applicable provisions could be located,Yes,"Act on Equal Employment and Support for Work-Family Reconciliation, Art. 2(2) and Sec. II;Framework Act on Women's Development, Arts. 3(4) and 17-2",Yes,"Act on Special Cases Concerning the Punishment, etc. of Crimes of Domestic Violence, Art. 2(3)",Yes,"Act on Special Cases Concerning the Punishment, etc. of Crimes of Domestic Violence, Arts. 10-15, Secs. 2-3 and Chs. 3-4",Yes,"Enforcement Decree of the Resident Registration Act, Art. 36",Yes,"Nationality Act, Art. 2(1)",Yes,"Nationality Act, Art. 2(1)",Yes,"Nationality Act, Art. 6",Yes,"Civil Code, Art. 833",Yes,No restrictions could be located,No,Constitution of the Republic of Korea,N/A,
2019,Kosovo,KSV,Europe & Central Asia,Lower middle income,18,"Family Law of Kosovo, Arts. 15 and 16(1)",Yes,"Family Law of Kosovo, Arts. 16(2) and (3)",Yes,"Family Law of Kosovo, Art. 64",Yes,"Criminal Code, Art. 245",Yes,"Law on Gender Equality, Arts. 3(1.12), 4(3) and 17(1.14); Anti-Discrimination Law, Art. 4(1.3)",No,No applicable provisions could be located,Yes,"Law on Protection against Domestic Violence, Arts. 3 and 14-21",Yes,"Law on Identity Cards, Art. 3(1)",Yes,"Law on Citizenship of Kosovo, Art. 6 ",Yes,"Law on Citizenship of Kosovo, Art. 6 ",Yes,"Law on Citizenship of Kosovo,  Art. 11 ",Yes,"Family Law, Arts. 42(3) and 44(4)",Yes,No restrictions could be located,No,Constitution of the Republic of Kosovo,N/A,
2019,Kuwait,KWT,Middle East & North Africa,High income,..,"Personal Status Law, Art. 26",Yes,"Personal Status Law, Arts. 8 and 26",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Criminal Code, Arts. 199 and 210",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID Card application procedures ,No,"Nationality Law, Arts. 2 and 3",No,"Nationality Law, Arts. 2 and 3",No,"Nationality Law, Arts. 8-10",No,"Personal Status Law, Arts. 74-78",No,"Personal Status Law, Art. 133",No,Constitution of Kuwait ,N/A,
2019,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 14(1)",Yes,"Family Code, Art. 14(2)",Yes,"Family Code, Arts. 28(1) and 29",Yes,"Penal Code, Arts. 154 and 155-1",Yes,"Law on State Guarantees of Equal Rights and Equal Opportunities for Men and Women, Arts. 1, 5 and 21",No,No applicable provisions could be located,Yes,"Law on Social and Legal Protection Against Domestic Violence, Arts. 25-27",Yes,"Decree of the Goverment  of Kyrgyz Republic No. 238 of April 21, 2017, Art. 13",Yes,"Law on Citizenship of Kyrgyz Republic, Art. 12",Yes,"Law on Citizenship of Kyrgyz Republic, Art. 12",No,"Law on Citizenship of the Kyrgyz Republic, Art. 14",Yes,"Family Code, Arts. 31 and 35",Yes,No restrictions could be located,Yes,"Constitution of Kyrgyz Republic, Arts. 37(1) and 59",Yes,"Constitution of Kyrgyz Republic, Arts. 6(1) and 37(1)"
2019,Lao PDR,LAO,East Asia & Pacific,Lower middle income,18,"Family Law, Art. 9(1)",No,No applicable provisions could be located,Yes,"Family Law, Art. 17(2)",Yes,"Family Law, Art. 53",Yes,"Penal Law, Art. 137; Labor Law, Art. 83(4)",Yes,"Law on Development and Protection of Women, Art. 50; Law on Preventing and Combating Violence Against Women and Children, Art. 79",Yes,"Decree on the Implementation of the Law on Development and Protection of Women, Art. 35; Law on Preventing and Combating Violence Against Women and Children, Art. 59",Yes,"Family Registration Law 2018, Art. 16",Yes,"Law on Lao Nationality, Arts. 1 and 11",Yes,"Law on Lao Nationality, Arts. 1 and 11",Yes,"Law on Lao Nationality, Art. 14",Yes,"Family Law (Amendment), Arts. 2 and 13",Yes,No restrictions could be located,No,Constitution of Lao PDR,N/A,
2019,Latvia,LVA,High income: OECD,High income,18,"Civil Law, Sec. 32",Yes,"Civil Law, Sec. 33",Yes,"Civil Law, Sec. 61",No,No applicable provisions could be located,Yes,"Labor Law, Secs. 29(4) and (7)",Yes,"Criminal Law, Sec. 48(1)(15)",Yes,"Civil Procedure Law, Ch. 30.5 ; Criminal Procedure Law, Sec. 243(1)",Yes,"Rules on identity Documents, Art.2",Yes,"Citizenship Law, Art. 2",Yes,"Citizenship Law, Art. 2",Yes,"Citizenship Law, Arts. 11 and 12",Yes,"Civil Law, art. 95",Yes,No restrictions could be located,No,Constitution of the Republic of Latvia,N/A,
2019,Lebanon,LBN,Middle East & North Africa,Upper middle income,..,;,..,;,..,;,..,;,No,No applicable provisions could be located,Yes,"Law on the Protection of Women and Family Members from Domestic Violence, Arts. 3(a)(4) and 3(a)(7)(a)-(b)",Yes,"Law on the Protection of Women and Family Members from Domestic Violence, Arts. 11 and 13",Yes,ID card application procedures  ,No,"Decree No. 15 on Lebanese Nationality of 1925, Art. 1",No,"Decree No. 15 on Lebanese Nationality of 1925, Art. 1",No,"Decree No. 15 on Lebanese Nationality of 1925, Art. 5",Yes,No applicable provisions could be located,Yes,No restrictions could be located,No,La Constitution Libanaise,N/A,
2019,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,18,"Children's Protection and Welfare Act, Art. 3; Marriage Act, Arts. 25(2) and 27(1)",Yes,"Marriage Act, Arts. 25(2), 26(1) and 27(1)",No,No applicable provisions could be located,Yes,"Marriage Act, Art. 37",Yes,"Labour Code Order 1992, Secs. 5(2) and 200",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"National Identity Cards Act of 2011, Arts. 12 and 14; ID card application form",Yes,"Lesotho Citizenship Order No. 16 of 1971, Arts. 5(3) and 6; Constitution of Lesotho, Art. 39",Yes,"Lesotho Citizenship Order No. 16 of 1971, Arts. 5(3) and 6; Constitution of Lesotho, Art. 39",No,"Lesotho Citizenship Order No. 16 of 1971, Art. 7",Yes,"Children's Protection and Welfare Act, 2011, Art. 212",Yes,No restrictions could be located,Yes,"Constitution of Lesotho, Art. 18(4)(c)",No,"Constitution of Lesotho, Art. 18(4)(c)"
2019,Liberia,LBR,Sub-Saharan Africa,Low income,18,"Domestic Relations Law, Sec. 2.2(1); Children's Law of 2011, Article VI, Sec. 4(a)",Yes,"Domestic Relations Law, Sec. 2.2(2)",Yes,"Domestic Relations Law, Secs. 2.2(3), 6.1(c) and 7.1(a)",Yes,"Domestic Relations Law, Secs. 2.16(b)(ii) and 2.16(c)(i); An Act to Amend Sections 14, 16, 17 and 18 of the Penal Law, Title 26, Sec. 3(16.15)",Yes,"Decent Work Act, Secs. 1.4(nn) and 2.8",Yes,"Domestic Violence Act of 2019, Sec. 16.24",No,No applicable provisions could be located,Yes,ID card application procedures ,Yes,"Constitution of Liberia, Art. 28",Yes,"Constitution of Liberia, Art. 28",Yes,"Alien and Nationality Law, Art. 21",Yes,"Domestic Relations Law - Title 9 - Liberian Code of Laws Revised of 1973, Sec 5.3  ",Yes,No restrictions could be located,Yes,"Constitution of Liberia, Art. 65",Yes,"Constitution of Liberia, Art. 2"
2019,Libya,LBY,Middle East & North Africa,Upper middle income,..,"Law No. 10 of 1984, Arts. 6(b) ; Law No. 14 of 2015",Yes,"Law No. 14 of 2015, Art. 1(Art. 6(b))",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Penal Code, Art. 420bis",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures ,No,"Law Number 24 for 2010/1378 on the Libyan Nationality, Arts. 2, 3 and 11",No,"Law Number 24 for 2010/1378 on the Libyan Nationality, Arts. 2, 3 and 11",No,"Law Number 24 for 2010/1378 on the Libyan Nationality, Art. 10",No,"Law No. 10 of 1984, Art. 17",No,"Law No. 52 of 1974, Art. 5",No,Constitutional Declaration 2011,N/A,
2019,Lithuania,LTU,High income: OECD,High income,18,"Civil Code, Art. 3.14(1)",Yes,"Civil Code, Art. 3.14(2)-(5)",Yes,"Civil Code, Art. 3.38(2)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 152; Law on Equal Opportunities for Women and Men, Art. 2(6)",Yes,"Criminal Code, Arts. 135.2(3) and 140.2",Yes,"Law on Protection Against Domestic Violence, Art. 5",Yes,"Regulation on Passport and Identity Cards Forms and Approval of Issuing Procedure, Arts. 3, 12 and 13",Yes,"Law on Citizenship of the Republic of Lithuania, Art. 14",Yes,"Law on Citizenship of the Republic of Lithuania, Art. 14",Yes,"Law on Citizenship of the Republic of Lithuania, Art. 19",Yes,"Civil Code, Arts. 3.26 and 3.27",Yes,No restrictions could be located,No,Constitution of the Republic of Lithuania,N/A,
2019,Luxembourg,LUX,High income: OECD,High income,18,"Code Civil, Arts. 148 et 488",Yes,"Code Civil, Art. 148",No,No applicable provisions could be located,Yes,"Code Pénal, Arts. 264 et 265",Yes,"Loi du 26 Mai 2000; Code du Travail, Arts. L. 245-1- 245-8",Yes,"Loi du 8 septembre 2003, Art. VI; Code Pénal, Art. 377",Yes,"Loi du 30 juillet 2013 portant modification de la loi du 8 septembre 2003, Arts. 8-10 et 13-14",Yes,"Loi du 9 Juin 2013 Relative à l'Identification des Personnes Physiques, Art. 1; ID card application procedures",Yes,"Loi du 8 Mars 2017 sur la Nationalité Luxembourgeoise, Arts.1, 4 et 7",Yes,"Loi du 8 Mars 2017 sur la Nationalité Luxembourgeoise, Arts.1, 4 et 7",Yes,"Loi du 8 Mars 2017 sur la Nationalité Luxembourgeoise, Art. 25 ",Yes,"Code Civil, Arts. 213 et 214",Yes,No restrictions could be located,No,Constitution du Grand-Duché de Luxembourg,N/A,
2019,Madagascar,MDG,Sub-Saharan Africa,Low income,18,"Loi n°2007-022, Art. 3",Yes,"Loi n°2007-022, Art. 3",Yes,"Loi n°2007-022, Arts. 3 et 39",No,No applicable provisions could be located,Yes,"Code Pénal, Art. 333 bis; Code du Travail, Arts. 5 et 261",Yes,"Code Pénal, Arts. 312 et 312-bis",No,No applicable provisions could be located,Yes,ID card application procedures ,Yes,"Loi No. 2016-38 Modifiant et Complétant Certaines Dispositions de l’Ordonnance n°6-64 du 22 Juillet 1960 Portant Code de la Nationalité Malagasy, Art. 2",Yes,"Loi No. 2016-38 Modifiant et Complétant Certaines Dispositions de l’Ordonnance n°6-64 du 22 Juillet 1960 Portant Code de la Nationalité Malagasy, Art. 2",No,"Ordonnance 60-064 Portant Code de la Nationalité Malgache (as amended), Arts. 22 et 27",Yes,"Loi No. 2007-022 du 20 Août 2007 Relative au Mariage et aux Régimes Matrimoniaux, Arts. 54 et 57",Yes,No restrictions could be located,No,Constitution de la Quatrième République de Madagascar,N/A,
2019,Malawi,MWI,Sub-Saharan Africa,Low income,18,"Republic of Malawi (Constitution) Act, Sec. 15; Marriage, Divorce and Family Relations Act, Sec. 15",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Gender Equality Act, Sec. 6",Yes,"Prevention of Domestic Violence Act, Sec. 39",Yes,"Prevention of Domestic Violence Act, Part VII, Secs. 47-53 and 55",Yes,ID card application procedures,Yes,"Citizenship Act, Art. 4",Yes,"Citizenship Act, Art. 4",No,"Citizenship Act, Art. 16",Yes,"Marriage, Divorce and Family Relations Act, 2015, Art. 50",Yes,No restrictions could be located,Yes,"Constitution of Malawi, Arts. 10(2) and 200",Yes,"Constitution of Malawi, Arts. 5 and 24(2)"
2019,Malaysia,MYS,East Asia & Pacific,Upper middle income,..,"Islamic Family Law (Federal Territories) Act 1984, Secs. 8 and 13",Yes,"Islamic Family Law (Federal Territories) Act 1984, Sec. 8",Yes,"Islamic Family Law (Federal Territories) Act, Secs. 11, 12(1) and 33(6)",Yes,"Islamic Family Law (Federal Territories) Act 1984, Sec. 40(2)",Yes,"Penal Code, Sec. 509",Yes,"Domestic Violence (Amendment) Act 2018, Sec. 3",Yes,"Domestic Violence (Amendment) Act 2018, Secs. 5-6, 10-11",Yes,ID card application procedures; ID card application form,No,"Constitution of Malaysia, Second Schedule, Part II",No,"Constitution of Malaysia, Second Schedule, Part II",No,"Constitution of Malaysia, Art 15(1)",No,"Islamic Family Law, Art. 59(1)",Yes,No restrictions could be located,Yes,"Constitution of Malaysia, Arts. 76(2) and 161(5)",No,"Constitution of Malaysia, Arts. 76(2) and 161(5)"
2019,Maldives,MDV,South Asia,Upper middle income,..,"Family Act, Secs. 4(a) and 9",Yes,"Family Act, Sec. 4(b)",Yes,"Family Act, Sec. 13",Yes,"Family Act, Sec. 70",Yes,Sexual Harassment and Abuse Prevention Act (16/2014),Yes,"Domestic Violence Act, Sec. 35(e)",Yes,"Domestic Violence Act, Secs. 24, 25 and 31",Yes,ID card application form; Regulation on Issuance of National Identity Card,Yes,"Constitution of the Republic of Maldives, Art. 9(a)(2)",Yes,"Constitution of the Republic of Maldives, Art. 9(a)(2)",Yes,"Constitution of the Republic of Maldives, Art. 9(a)(3); Maldivian Citizenship Act, Art. 2",No,"Family Act, Art. 35",Yes,No restrictions could be located,No,Constitution of the Republic of Maldives,N/A,
2019,Mali,MLI,Sub-Saharan Africa,Low income,16,"Code des Personnes et de la Famille, Art. 281",Yes,"Code des Personnes et de la Famille, Art. 281",Yes,"Code des Personnes et de la Famille, Art. 314",Yes,"Code des Personnes et de la Famille, Art. 282 et 287",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,ID card application procedures; Décret No. 14/PG?RM du 9/1/88 portant Institution et Règlementation de la Délivrance de la Carte D’Identité et de la Carte Consulaire,Yes,"Loi No. 211-87 Portant Code des Personnes et de la Famille, Arts. 224 et 1146",Yes,"Loi No. 211-87 Portant Code des Personnes et de la Famille, Arts. 224 et 1146",Yes,"Loi No. 211-87 portant Code des Personnes et de la Famille, Arts. 233, 1146",No,"Loi No. 2011-087 Portant Code des Personnes et de la Famille, Art. 319",Yes,No restrictions could be located,No,Constitution du Mali,N/A,Constitution du Mali
2019,Malta,MLT,Middle East & North Africa,High income,18,"Marriage Act, Art. 3; Civil Code, Art. 150",Yes,"Marriage Act, Art. 3",Yes,"Marriage Act, Art. 3(1)",No,No applicable provisions could be located,Yes,"Equality for Men and Women Act, Art. 9; Employment and Industrial Relations Act, Art. 29",Yes,"Criminal Code, Arts. 202(h), 251BA(5) and 222(1)(a)",No,No applicable provisions could be located,Yes,Identity Card and Other Documents Act; ID card application form,Yes,"Maltese Citizenship Act, Art. 5",Yes,"Maltese Citizenship Act, Art. 5",Yes,"Maltese Citizenship Act, Art. 4",Yes,"Chapter 16, Civil Code, Title 1, Art. 2",Yes,No restrictions could be located,No,Constitution of Malta,N/A,
2019,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,18,"Birth, Death and Marriage Registration (amendment) Act 2016, Sec. 2",No,No applicable provisions could be located,Yes,"Births, Deaths and Marriages Registration Act 1988, Sec. 428; Domestic Relations Act, Sec. 112",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Domestic Violence Prevention and Protection Act 2011, Sec. 905(1)",Yes,"Domestic Violence Prevention and Protection Act 2011, Part IV",Yes,ID card application procedures; ID card application form ,Yes,"Constitution of the Republic of the Marshall Islands, Art. XI, Sec. 1(2)(a)",Yes,"Constitution of the Republic of the Marshall Islands, Art. XI, Sec. 1(2)(a)",Yes,"Citizenship Act, Art. 403 ",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Republic of the Marshall Islands, Arts. 6(4) and 10",Yes,"Constitution of the Republic of the Marshall Islands, Art. X"
2019,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,..,"Code du Statut Personnel, Arts. 6 and 9",Yes,"Code du Statut Personnel, Arts. 6(1)",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Décret n° 2012-030 abrogeant et remplaçant le décret n° 2000.028 du 19 mars 2000, instituant une carte nationale d’identité et fixant les conditions de sa délivrance, Arts. 3 et 9",No,"Loi No. 2010-023 du 2010 abrogeant et remplaceant certaines dispositions de la loi 61-112 du 12 juin 1961 portant code de la Nationalité Mauritanienne, Art. 8",No,"Loi No. 2010-023 du 2010 abrogeant et remplaceant certaines dispositions de la loi 61-112 du 12 juin 1961 portant code de la Nationalité Mauritanienne, Art. 8",No,"Loi No. 2010-023 du 2010 abrogeant et remplaceant certaines dispositions de la loi 61-112 du 12 juin 1961 portant code de la Nationalité Mauritanienne,  Arts. 16 et 18",No,"Loi No. 2001-052 du 19 Juillet 2001 Portant Code du Statut Personnel, Arts. 56 and 58",No,"Loi No. 2001-052 du 19 Juillet 2001 Portant Code du Statut Personnel, Arts. 38 et 67",No,Constitution de la République Islamique de Mauritanie,N/A,Constitution de la République Islamique de Mauritanie
2019,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,18,"Civil Code, Sec. 144",Yes,"Civil Code, Sec. 145",Yes,"Civil Code, Secs. 182 and 183",Yes,"Civil Status Act, Secs. 27(1) and 64",Yes,"Criminal Code, Sec. 254(1); Employment Rights Act 2008, Secs. 2 and 54",No,No applicable provisions could be located,Yes,"Protection from Domestic Violence Act 1997, Secs. 3 and 14-17",Yes,"National Identity Card Act, Arts. 4 and 5; ID card application procedures",Yes,"Mauritius Citizenship Act, Art. 6",Yes,"Mauritius Citizenship Act, Art. 6",Yes,"Mauritius Citizenship Act, Art. 7",Yes,"Code Civil, Art. 214",Yes,No restrictions could be located,Yes,"Constitution of the Republic of Mauritius, Art. 16(4)",No,"Constitution of the Republic of Mauritius, Art. 16(4)"
2019,Mexico,MEX,Latin America & Caribbean,Upper middle income,18,"Código Civil para el Distrito Federal, Art. 148;Ley General de los Derechos de las Niñas, Niños y Adolescentes, Art. 45",No,No applicable provisions could be located,Yes,"Código Civil para el Distrito Fedral, Arts. 156(I) y 235(II)",Yes,"Código Civil para el Distrito Federal, Art. 110",Yes,"Código Penal Federal, Art. 259 bis;Ley General de Acceso de las Mujeres a una Vida Libre de Violencia, Art. 13",Yes,"Código Penal Federal, Arts. 343 bis - 343 ter",Yes,"Ley General de Acceso de las Mujeres a una Vida Libre de Violencia, Titulo II, Cap. VI",N/A,No applicable provisions could be located ,Yes,"Constitución Política de los Estados Unidos Mexicanos, Art. 30(A)",Yes,"Constitución Política de los Estados Unidos Mexicanos, Art. 30(A)",Yes,"Constitución Política de los Estados Unidos Mexicanos, Art.30(B); Ley de Nacionalidad, Art. 20",Yes,"Código Civil para el Distrito Federal, Art. 164",Yes,No restrictions could be located,No,Constitución Política de los Estados Unidos Mexicanos,N/A,No applicable provisions could be located
2019,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,18,"Pohnpei Code, Title 51, Ch. 2",Yes,"Pohnpei Code, Title 51, Ch. 2, §2-101",No,"Pohnpei Code, Title 51, Ch. 2, §2-101",No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,No,No applicable provisions could be located,N/A,No applicable provisions could be located,Yes,"Constitution of the Federated States of Micronesia, Art. III, Sec. 2; Code of Federated States of Micronesia, Title 7, Sec. 202(2)(b)",Yes,"Constitution of the Federated States of Micronesia, Art. III, Sec. 2; Code of Federated States of Micronesia, Title 7, Sec. 202(2)(b)",Yes,"Code of Federated States of Micronesia, Title 7, Sec. 204(2)",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Federated States of Micronesia, Art. 5(1)",No,"Constitution of the Federated States of Micronesia, Art. V, Secs. 1-2; Constitution of the State of Pohnpei, Art. V, Sec. 2"
2019,Moldova,MDA,Europe & Central Asia,Lower middle income,18,"Family Code, Art. 14(1)",Yes,"Family Code, Art. 14(2)",Yes,"Family Code, Arts. 41(1)(a) and 42(1)(a)",No,No applicable provisions could be located,Yes,"Criminal Code, Art. 173; Law on Equal Opportunities for Men and Women, Art. 2",Yes,"Criminal Code, Art. 201-1",Yes,"Civil Procedure Code, Chapter XXII-2; Law on Preventing and Combating Family Violence, Ch. III",Yes,"Law No. 273 of 9.11.1994, Art. 4(1-3)",Yes,"Law on Citizenship, Art. 11(1)(a)",Yes,"Law on Citizenship, Art. 11(1)(a)",Yes,"Law on Citizenship, Art. 17(1) ",Yes,"Family Code, Art. 16(4)",Yes,No restrictions could be located,No,Constitution of the Republic of Moldova,N/A,
2019,Mongolia,MNG,East Asia & Pacific,Lower middle income,18,"Family Law, Art. 6.1",No,No applicable provisions could be located,Yes,"Family Law, Arts. 9.1.2 and 16",No,No applicable provisions could be located,Yes,"Law on Promotion of Gender Equality, Art. 4.1.7",Yes,"Criminal Code, Art. 11.7",Yes,"Law to Combat Domestic Violence, Art. 34.1.3; Law on Protection of Victims and Witnesses",Yes,"Citizen's Registration Law, December 14, 1999, Arts. 22.4 and 28; Civil registration application procedures",Yes,"Law of Mongolia on Citizenship, Arts. 6 and 7",Yes,"Law of Mongolia on Citizenship, Arts. 6 and 7",Yes,"Law of Mongolia on Citizenship, Art. 9",Yes,"Family Law, Arts. 10.2 and 10.3; Law on Promotion of Gender Equality, Art. 14(5)",Yes,No restrictions could be located,No,Constitution of Mongolia,N/A,
2019,Montenegro,MNE,Europe & Central Asia,Upper middle income,18,"Family Law, Art. 24",Yes,"Family Law, Art. 24",Yes,"Family Law, Art. 54",Yes,"Criminal Code, Art. 215",Yes,"Law on Gender Equality, Arts. 4 and 7(8); Law on Prohibition of Harassment at Work, Art. 3",Yes,"Criminal Code, Art. 220; Law on Domestic Violence Protection, Art. 36",Yes,"Criminal Code, Arts. 77a and 77b; Law on Domestic Violence Protection, Part II, Sec. 3",Yes,"Identification Card Act, Art. 2; ID card application procedures",Yes,"Law on Montenegrin Citizenship, Arts. 5, 6, and 16",Yes,"Law on Montenegrin Citizenship, Arts. 5, 6, and 16",Yes,"Law on Montenegrin Citizenship, Art. 11",Yes,"Family Law, Arts. 11 and 44",Yes,No restrictions could be located,No,Constitution of Montenegro,N/A,
2019,Morocco,MAR,Middle East & North Africa,Lower middle income,18,"Code de la Famille, Art. 19",Yes,"Code de la Famille, Arts. 20 et 21",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"Code Pénal, Art. 503-1; Code du Travail, Art. 40",Yes,"Loi n° 103-13 du 22 février 2018 relative à la lutte contre les violences faites aux femmes, Art. 2, modifiant Code Pénal, Art. 404",No,No applicable provisions could be located,Yes,"Loi No. 35-6 Instituant la Carte d'Indentité Nationale Electronique, Art. 3; ID card application procedures",Yes,"Code de la Nationalité Marocaine, Art. 6",Yes,"Code de la Nationalité Marocaine, Art. 6",No,"Code de la Nationalité, Art. 10",Yes,"Code de la Famille, Art. 51 ",Yes,No restrictions could be located,No,"Constitution du Royaume du Maroc, 2011",N/A,
2019,Mozambique,MOZ,Sub-Saharan Africa,Low income,18,"Family Law No. 10/2004, Arts. 19 and 30",Yes,"Family Law N.10/2004, Art. 30(2)",Yes,"Family Law No. 10/2004, Arts. 46 and 56",No,No applicable provisions could be located,Yes,"Criminal Code Law No. 35/2014, Art. 224; Labor Law No. 23/2007, Art. 66(2)",Yes,"Law No. 29/2009 on Domestic Violence Perpetrated Against Women, Ch. II and III; Criminal Code, Art. 245 and Ch. IX",Yes,"Law No. 29/2009 on Domestic Violence Perpetrated Against Women, Ch. IV",Yes,"ID card application procedures; Decree No. 11/2008, Arts. 1, 2 and 3",Yes,"Constitution of the Republic of Mozambique, Arts. 23 and 28",Yes,"Constitution of the Republic of Mozambique, Arts. 23 and 28",Yes,"Constitution of the Republic of Mozambique, Art. 26",Yes,"Family Law, Art. 97",Yes,No restrictions could be located,Yes,"Constitution of the Republic of Mozambique, Arts. 4 and 118",Yes,"Constitution of the Republic of Mozambique, Art. 4"
2019,Myanmar,MMR,East Asia & Pacific,Low income,20,"The Child Rights Law 2019, Sec. 23;  Buddhist Women's Special Marriage Law 2015, Sec.4",Yes,"Buddhist Women's Special Marriage and Succession Act, Sec. 4(c)",No,No applicable provisions could be located,Yes,"Buddhist Women’s Special Marriage Law 2015, Sec. 37; Child Marriage Restraint Act, Secs. 3-4",Yes,"The Penal Code, Sec. 509",No,No applicable provisions could be located,No,No applicable provisions could be located,Yes,"ID card application procedures; Burma Citizenship Law, Sec. 9",Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Art. 345; Burma Citizenship Law, Arts. 5 and 7",Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Art. 345; Burma Citizenship Law, Arts. 5 and 7",Yes,"Burma Citizenship Law, Art. 45",Yes,No applicable provisions could be located,Yes,No restrictions could be located,Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Arts. 446 and 447",Yes,"Constitution of the Republic of the Union of Myanmar, 2008, Arts. 446 and 447      "
2019,Namibia,NAM,Sub-Saharan Africa,Upper middle income,21,"Marriage Act 25 of 1961, Sec. 24(2); Child Care and Protection Act, 2015, Sec. 10(10)",Yes,"Child Care and Protection Act, 2015, Sec. 10(10); Married Persons Equality Act, 1996, Sec. 24",No,No applicable provisions could be located,Yes,"Marriage Act 25 of 1961, Sec. 35; Child Care and Protection Act, 2015, Sec. 226(3)",Yes,"Labour Act, 2007, Sec. 5(7)-(9)",Yes,"Combating of Domestic Violence Act, 2003, Sec. 21",Yes,"Combating of Domestic Violence Act, 2003, Secs. 6(4)-(6), 7(3)-(4) and 14",No,"Identification Act of  1996, Art. 5(3); ID card application procedures",Yes,"Namibian Citizenship Act, Art. 2; Constitution of the Republic of Namibia, Art. 4(1)(c)",Yes,"Namibian Citizenship Act, Art. 2; Constitution of the Republic of Namibia, Art. 4(1)(c)",Yes,"Namibian Citizenship Act, Art. 3; Constitution of the Republic of Namibia, Art. 4(3)",Yes,"Married Persons Equality Act, Sec. 15",Yes,No restrictions could be located,Yes,"Constitution of the Republic of Namibia, Arts. 4(3) and 66",Yes,"Constitution of the Republic of Namibia, Art. 66(1)"
