Economy,Economy Code,ISO Code,Region,Income Group,Report Year,ASSETS SCORE,Do men and women have equal ownership rights to immovable property?,Score,Legal Basis,Do sons and daughters have equal rights to inherit assets from their parents?,Score,Legal Basis,Do male and female surviving spouses have equal rights to inherit assets?,Score,Legal Basis,Does the law grant spouses equal administrative authority over assets during marriage?,Score,Legal Basis,Does the law provide for the valuation of nonmonetary contributions?,Score,Legal Basis
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1974,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1975,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1976,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1977,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1978,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1979,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1980,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1981,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1982,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1983,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1984,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1985,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1986,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1987,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1988,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1989,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1990,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1991,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1992,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1993,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1994,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1995,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1996,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1997,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1998,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,1999,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Code du Statut Personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2000,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2001,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2002,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2003,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2004,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2005,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2006,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2007,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2008,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2009,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2010,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2011,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2012,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2013,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2014,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2015,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2016,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2017,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2018,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2019,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2020,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2021,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2022,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Tunisia,TUN,TUN,Middle East & North Africa,Lower middle income,2023,40,Yes,1,"Code du statut personnel, Arts. 23 et 24",No,0,"Code du statut personnel, Arts. 92, 96, 98, 103 et 104",No,0,"Code du statut personnel, Arts. 101 et 102",Yes,1,"Loi no. 98-94 du 9 novembre 1998, Arts. 1 et 7; Code du statut personnel, Art. 24",No,0,No applicable provisions could be located
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1971,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1972,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1973,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1974,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1975,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1976,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1977,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1978,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1979,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1980,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1981,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1982,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1983,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1984,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1985,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1986,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1987,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1988,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1989,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1990,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1991,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1992,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1993,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1994,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1995,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1996,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1997,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1998,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,1999,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2000,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2001,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2002,80,Yes,1,No restrictions could be located,Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Arts. 439-444",Yes,1,"Civil Code of 1926, Art. 146",No,0,"Civil Code of 1926, Art. 146"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2003,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
Türkiye,TUR,TUR,Europe & Central Asia,Upper middle income,2004,100,Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 495",Yes,1,"Civil Code, Art. 499",Yes,1,"Civil Code, Art. 223",Yes,1,"Civil Code, Art. 196"
